variant,attempt_id,global_round,gateway_a,gateway_b,accuracy_gateway_A,accuracy_gateway_B,accuracy_skew_abs,loss_gateway_A,loss_gateway_B,loss_skew_abs,gateway_train_skew_sec,accuracy_gateway_fog_leader,accuracy_gateway_fog_peer,loss_gateway_fog_leader,loss_gateway_fog_peer,global_accuracy,global_loss
CNN_ASCON_NoFOG,1,5,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.2971560359001159,0.0345561429858207,0.2625998929142952,40.0,,,,,0.95,0.165856
CNN_ASCON_NoFOG,1,6,gateway_A,gateway_B,0.8666666746139526,1.0,0.13333332538604736,0.2403884381055832,0.0131603041663765,0.22722813393920668,40.0,,,,,0.933333,0.126774
CNN_ASCON_NoFOG,1,7,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.2747125029563904,0.0074264765717089,0.26728602638468146,40.0,,,,,0.95,0.141069
CNN_ASCON_NoFOG,1,8,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1362278908491134,0.0077791940420866,0.1284486968070268,40.0,,,,,0.983333,0.072004
CNN_ASCON_NoFOG,1,9,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1230603158473968,0.0024847318418323,0.12057558400556449,40.0,,,,,0.983333,0.062773
CNN_ASCON_NoFOG,1,10,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.1902010291814804,0.0031274037901312,0.1870736253913492,40.0,,,,,0.966667,0.096664
CNN_ASCON_NoFOG,1,11,gateway_A,gateway_B,0.8999999761581421,1.0,0.10000002384185791,0.165935069322586,0.0015823176363483,0.1643527516862377,40.0,,,,,0.95,0.083759
CNN_ASCON_NoFOG,1,12,gateway_A,gateway_B,0.9666666388511658,1.0,0.03333336114883423,0.1371559649705886,0.0022097832988947,0.1349461816716939,40.0,,,,,0.983333,0.069683
CNN_ASCON_NoFOG,1,13,gateway_A,gateway_B,0.8333333134651184,1.0,0.1666666865348816,0.3550280332565307,0.0018591547850519,0.3531688784714788,41.0,,,,,0.916667,0.178444
CNN_ASCON_NoFOG,1,14,gateway_A,gateway_B,0.9333333373069764,1.0,0.06666666269302357,0.2001921087503433,0.0025809451472014,0.1976111636031419,40.0,,,,,0.966667,0.101387
